2.273669403495280505e+01 -9.698486300000000000e+07
2.398209520373242043e+01 -2.058129310000000000e+08
2.145165737918415871e+01 -3.870449060000000000e+08
2.449059967365908363e+01 -3.792600630000000000e+08
2.363939779860383794e+01 7.393679620000000000e+08
3.036168378809071200e+01 1.653349390000000000e+08
2.224878814833994412e+01 3.927469250000000000e+08
2.700141458469433431e+01 6.276040080000000000e+08
1.977929137164890250e+01 3.902490130000000000e+08
2.836345999461178380e+01 6.007380490000000000e+08
2.367332840032001329e+01 1.139528750000000000e+08
2.767655519336110004e+01 1.291489600000000000e+07
2.617941837032651620e+01 -5.810008040000000000e+08
2.337446235515790605e+01 8.699109560000000000e+08
1.821695668939663548e+01 2.260789870000000000e+08
2.623707830687804332e+01 -6.029582000000000000e+07
2.155915767619949719e+01 -1.323440070000000000e+08
2.783880821776323344e+01 7.011909480000000000e+08
2.251363583794267242e+01 -3.215351110000000000e+08
2.129217921417755122e+01 -3.865439890000000000e+08
2.668393403904050132e+01 3.138051040000000000e+08
2.161935665483871105e+01 -2.048408980000000000e+08
2.190336362337935583e+01 -7.588419920000000000e+08
2.369892768742057498e+01 1.427230830000000000e+08
2.256718439155176270e+01 -1.158881200000000000e+07
2.420934086270985830e+01 1.115779870000000000e+08
2.550438414495224748e+01 2.805399900000000000e+07
2.492080470875263032e+01 -3.787651060000000000e+08
2.601661315457317158e+01 -3.504979610000000000e+08
1.582462304992573365e+01 3.984041220000000000e+08
2.834855220173938761e+01 -4.890460960000000000e+08
1.635930532017769679e+01 -8.805608800000000000e+07
2.228270210453462497e+01 -1.937808990000000000e+08
2.115757971421077954e+01 5.489020350000000000e+08
2.437942287380011663e+01 -1.308000090000000000e+08
2.314068190363477484e+01 -6.485531330000000000e+08
2.273264172688291396e+01 4.613280290000000000e+08
2.289729519060632867e+01 -2.459661960000000000e+08
2.407514355041174170e+01 4.251739980000000000e+08
2.099131267427035397e+01 -5.190529830000000000e+08
2.062558969359473693e+01 -4.488587400000000000e+07
2.471255500815000516e+01 -1.146912500000000000e+07
2.452766109692040075e+01 -8.740050800000000000e+08
2.285292152846061597e+01 -1.977179050000000000e+08
2.180289112885854763e+01 -7.692909200000000000e+07
2.429469251202077373e+01 8.395359520000000000e+08
