2.001398426123704866e+01 1.000000000000000000e+00
2.334957726487479235e+01 1.000000000000000000e+00
2.428776293270057707e+01 1.000000000000000000e+00
2.147995597710098536e+01 1.000000000000000000e+00
2.597201666520875918e+01 2.000000000000000000e+00
1.921786843949388057e+01 1.000000000000000000e+00
3.100625191153816473e+01 1.000000000000000000e+00
2.384175273034320242e+01 1.000000000000000000e+00
3.124049817942897533e+01 1.000000000000000000e+00
1.861713513836108902e+01 1.000000000000000000e+00
1.946732998583409113e+01 1.000000000000000000e+00
1.865650543511589632e+01 1.000000000000000000e+00
2.236675502451241115e+01 0.000000000000000000e+00
